H	Summary
H	SCFiller:false
H	path	/data/2/rpark/ip2_data//ehall/Kiskinis_Lab_NU/EXP19_CYT_050316_2016_05_03_09_33950/search/projects2016_05_09_15_84074/
H	path	/data/2/rpark/ip2_data//ehall/Kiskinis_Lab_NU/EXP19_NUC_050316_2016_05_03_09_33951/search/projects2016_05_09_16_84075/
SLine	dataset	intersection	intersection	unique	all_union
S	dataset	EXP19_CYT_050316(searched:2016-05-09)	EXP19_NUC_050316(searched:2016-05-09)
S	EXP19_CYT_050316(searched:2016-05-09)	6984	3077	3907	9068	
S	EXP19_NUC_050316(searched:2016-05-09)	3077	5161	2084	9068	


S	CumulativeProteinCounts	6984	9068	

PLine	Accession	peptide_count_EXP19_CYT_050316(searched:2016-05-09)	peptide_count_EXP19_NUC_050316(searched:2016-05-09)	NSAF_EXP19_CYT_050316(searched:2016-05-09)	NSAF_EXP19_NUC_050316(searched:2016-05-09)	EMPAI_EXP19_CYT_050316(searched:2016-05-09)	EMPAI_EXP19_NUC_050316(searched:2016-05-09)	spectral_count_EXP19_CYT_050316(searched:2016-05-09)	spectral_count_EXP19_NUC_050316(searched:2016-05-09)	seqcov_EXP19_CYT_050316(searched:2016-05-09)	seqcov_EXP19_NUC_050316(searched:2016-05-09)	description	occurrence	status
P	P33240-2	0	20	0	6.8247976E-4	0	0.81551564	0	29	0	25.9%	Isoform 2 of Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 	1	0_1_	0_1_
P	tr|F5H388|F5H388_HUMAN	14	8	0.0010889131	9.3527813E-4	0.86637974	0.70608246	20	11	27.1%	23.2%	Polyubiquitin-C (Fragment) OS=Homo sapiens GN=UBC PE=2 SV=1 	2	1_1_	1_1_
P	tr|B4DR61|B4DR61_HUMAN	0	1	0	2.734216E-5	0	0.08893013	0	1	0	3.7%	Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=2 SV=1 	1	0_1_	0_1_
P	Reverse_sp|P35558|PCKGC_HUMAN	0	1	0	2.1187974E-5	0	0.10407865	0	1	0	4.3%	Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Homo sapiens GN=PCK1 PE=1 SV=3 	1	0_1_	0_1_
P	tr|E7EV91|E7EV91_HUMAN	3	3	1.2260159E-4	1.2764087E-4	0.23026884	0.23026884	6	4	9.0%	9.0%	MAGUK p55 subfamily member 2 OS=Homo sapiens GN=MPP2 PE=2 SV=1 	2	1_1_	1_1_
P	tr|E5RJA8|E5RJA8_HUMAN	1	0	4.5371376E-5	0	0.21898961	0	1	0	8.6%	0	Carboxypeptidase Q (Fragment) OS=Homo sapiens GN=CPQ PE=2 SV=1 	1	1_0_	1_0_
P	tr|H3BTL1|H3BTL1_HUMAN	2	3	3.3756305E-4	5.2715675E-4	0.633052	1.5118864	3	3	21.3%	40.0%	Microtubule-associated protein 1 light chain 3 beta, isoform CRA_f OS=Homo sapiens GN=MAP1LC3B PE=2 SV=1 	2	1_1_	1_1_
P	tr|F5GXE0|F5GXE0_HUMAN	1	0	1.8345818E-4	0	0.5703628	0	2	0	19.6%	0	Cation-dependent mannose-6-phosphate receptor (Fragment) OS=Homo sapiens GN=M6PR PE=2 SV=1 	1	1_0_	1_0_
P	tr|F5H025|F5H025_HUMAN	56	30	4.89319E-4	3.873074E-4	0.8836491	0.5848932	73	37	27.5%	20.0%	Neural cell adhesion molecule L1 OS=Homo sapiens GN=L1CAM PE=2 SV=1 	2	1_1_	1_1_
P	Q13200	36	2	4.8329512E-4	2.9028457E-5	0.64816236	0.05681753	52	2	21.7%	2.4%	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3 	2	1_1_	1_1_
P	tr|H7C2L8|H7C2L8_HUMAN	1	0	4.350039E-5	0	0.28233063	0	1	0	10.8%	0	Translation initiation factor eIF-2B subunit delta (Fragment) OS=Homo sapiens GN=EIF2B4 PE=3 SV=1 	1	1_0_	1_0_
P	O95777	2	0	1.7581409E-4	0	0.4689263	0	2	0	16.7%	0	U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens GN=LSM8 PE=1 SV=3 	1	1_0_	1_0_
P	P18583-9	0	3	0	1.6032749E-5	0	0.07646525	0	3	0	3.2%	Isoform I of Protein SON OS=Homo sapiens GN=SON 	1	0_1_	0_1_
P	O95782	27	18	2.9368332E-4	2.832726E-4	0.3708818	0.31522477	34	21	13.7%	11.9%	AP-2 complex subunit alpha-1 OS=Homo sapiens GN=AP2A1 PE=1 SV=3 	2	1_1_	1_1_
P	P18583-8	0	3	0	5.6561887E-5	0	0.3001696	0	3	0	11.4%	Isoform H of Protein SON OS=Homo sapiens GN=SON 	1	0_1_	0_1_
P	P18583-7	0	3	0	1.657031E-5	0	0.08143401	0	3	0	3.4%	Isoform G of Protein SON OS=Homo sapiens GN=SON 	1	0_1_	0_1_
P	P18583-6	0	3	0	1.875558E-5	0	0.09144032	0	3	0	3.8%	Isoform E of Protein SON OS=Homo sapiens GN=SON 	1	0_1_	0_1_
P	P18583-5	0	3	0	1.607839E-5	0	0.07894671	0	3	0	3.3%	Isoform D of Protein SON OS=Homo sapiens GN=SON 	1	0_1_	0_1_
P	P18583-4	0	3	0	1.7005059E-5	0	0.08143401	0	3	0	3.4%	Isoform C of Protein SON OS=Homo sapiens GN=SON 	1	0_1_	0_1_
P	tr|E7EPB3|E7EPB3_HUMAN	1	4	6.805707E-5	5.3140806E-4	0.25025904	0.25025904	1	5	9.7%	9.7%	60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=2 SV=1 	2	1_1_	1_1_
P	O95757	21	0	2.7157934E-4	0	0.40604758	0	27	0	14.8%	0	Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3 	1	1_0_	1_0_
P	O95758	0	1	0	2.3874854E-5	0	0.13762724	0	1	0	5.6%	Polypyrimidine tract-binding protein 3 OS=Homo sapiens GN=PTBP3 PE=1 SV=2 	1	0_1_	0_1_
P	Q9NWB1-5	1	0	2.1364749E-5	0	0.09144032	0	1	0	3.8%	0	Isoform 5 of RNA binding protein fox-1 homolog 1 OS=Homo sapiens GN=RBFOX1 	1	1_0_	1_0_
P	tr|B7ZKM0|B7ZKM0_HUMAN	9	1	8.1932776E-5	1.4216741E-5	0.16412604	0.032761455	9	1	6.6%	1.4%	SART3 protein OS=Homo sapiens GN=SART3 PE=2 SV=1 	2	1_1_	1_1_
P	Q9NWB1-3	1	0	2.2808314E-5	0	0.09900582	0	1	0	4.1%	0	Isoform 3 of RNA binding protein fox-1 homolog 1 OS=Homo sapiens GN=RBFOX1 	1	1_0_	1_0_
P	Q9NWB1-4	1	0	2.1528254E-5	0	0.09144032	0	1	0	3.8%	0	Isoform 4 of RNA binding protein fox-1 homolog 1 OS=Homo sapiens GN=RBFOX1 	1	1_0_	1_0_
P	Q9NWB1-2	1	0	2.0189176E-5	0	0.08642566	0	1	0	3.6%	0	Isoform 2 of RNA binding protein fox-1 homolog 1 OS=Homo sapiens GN=RBFOX1 	1	1_0_	1_0_
P	Q13217	6	0	1.1720939E-4	0	0.25025904	0	7	0	9.7%	0	DnaJ homolog subfamily C member 3 OS=Homo sapiens GN=DNAJC3 PE=1 SV=1 	1	1_0_	1_0_
P	tr|A2A2Q9|A2A2Q9_HUMAN	1	0	2.1203708E-5	0	0.12201846	0	1	0	5.0%	0	Protein AAR2 homolog OS=Homo sapiens GN=AAR2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|H0Y3K7|H0Y3K7_HUMAN	4	0	6.442043E-5	0	0.16412604	0	5	0	6.6%	0	Actin-binding LIM protein 1 OS=Homo sapiens GN=ABLIM1 PE=4 SV=2 	1	1_0_	1_0_
P	tr|H7C3D5|H7C3D5_HUMAN	1	0	8.3143605E-5	0	0.3273945	0	2	0	12.3%	0	Protein FAM134A (Fragment) OS=Homo sapiens GN=FAM134A PE=4 SV=1 	1	1_0_	1_0_
P	O43164-2	4	0	4.9064394E-5	0	0.19674051	0	4	0	7.8%	0	Isoform 2 of E3 ubiquitin-protein ligase Praja-2 OS=Homo sapiens GN=PJA2 	1	1_0_	1_0_
P	tr|G3V1A4|G3V1A4_HUMAN	56	34	0.004870876	0.0045993547	4.140436	2.2359364	86	52	71.1%	51.0%	Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens GN=CFL1 PE=2 SV=1 	2	1_1_	1_1_
P	tr|F8W1A4|F8W1A4_HUMAN	14	1	5.8200525E-4	5.680569E-5	1.0230191	0.17219532	16	1	30.6%	6.9%	Adenylate kinase 2, mitochondrial OS=Homo sapiens GN=AK2 PE=2 SV=1 	2	1_1_	1_1_
P	Q14789-2	4	1	1.29077325E-5	4.0314835E-6	0.04712856	0.011579514	5	1	2.0%	0.5%	Isoform 2 of Golgin subfamily B member 1 OS=Homo sapiens GN=GOLGB1 	2	1_1_	1_1_
P	tr|J3QQQ9|J3QQQ9_HUMAN	2	0	1.5773973E-4	0	0.5381547	0	2	0	18.7%	0	KRAB-A domain-containing protein 2 OS=Homo sapiens GN=KRBA2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|J3QR29|J3QR29_HUMAN	1	0	1.0931445E-5	0	0.0519619	0	1	0	2.2%	0	Cyclin-dependent kinase 11B OS=Homo sapiens GN=CDK11B PE=2 SV=1 	1	1_0_	1_0_
P	Q8IYD1	2	0	2.687604E-5	0	0.06905484	0	2	0	2.9%	0	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens GN=GSPT2 PE=1 SV=2 	1	1_0_	1_0_
P	tr|B7Z880|B7Z880_HUMAN	1	0	7.514761E-6	0	0.025651932	0	1	0	1.1%	0	Probable phospholipid-transporting ATPase IB OS=Homo sapiens GN=ATP8A2 PE=2 SV=1 	1	1_0_	1_0_
P	O95749	2	0	8.439076E-5	0	0.12201846	0	3	0	5.0%	0	Geranylgeranyl pyrophosphate synthase OS=Homo sapiens GN=GGPS1 PE=1 SV=1 	1	1_0_	1_0_
P	tr|E7ES33|E7ES33_HUMAN	21	64	4.8389196E-4	0.0027808729	0.566751	1.5763211	25	92	19.5%	41.1%	Septin-7 OS=Homo sapiens GN=SEPT7 PE=2 SV=2 	2	1_1_	1_1_
P	tr|H7C4G6|H7C4G6_HUMAN	2	0	8.246654E-5	0	0.566751	0	3	0	19.5%	0	Isovaleryl-CoA dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens GN=IVD PE=3 SV=1 	1	1_0_	1_0_
P	tr|B7Z382|B7Z382_HUMAN	5	0	7.9314625E-5	0	0.21898961	0	5	0	8.6%	0	Cytosolic purine 5'-nucleotidase OS=Homo sapiens GN=NT5C2 PE=2 SV=1 	1	1_0_	1_0_
P	O60828-5	1	4	5.1145915E-5	5.591057E-4	0.4190575	1.3442287	1	7	15.2%	37.0%	Isoform 5 of Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 	2	1_1_	1_1_
P	P28329-3	4	0	5.3581436E-5	0	0.24165225	0	4	0	9.4%	0	Isoform R of Choline O-acetyltransferase OS=Homo sapiens GN=CHAT 	1	1_0_	1_0_
P	O60828-4	1	4	4.9641625E-5	5.426614E-4	0.40281367	1.285599	1	7	14.7%	35.9%	Isoform 4 of Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 	2	1_1_	1_1_
P	O95747	5	0	1.12093985E-4	0	0.3273945	0	7	0	12.3%	0	Serine/threonine-protein kinase OSR1 OS=Homo sapiens GN=OXSR1 PE=1 SV=1 	1	1_0_	1_0_
P	P28329-2	4	0	5.0685143E-5	0	0.22743917	0	4	0	8.9%	0	Isoform S of Choline O-acetyltransferase OS=Homo sapiens GN=CHAT 	1	1_0_	1_0_
P	Q9UK76-2	13	6	9.324946E-4	5.824937E-4	0.7741895	0.7298163	20	8	24.9%	23.8%	Isoform 2 of Hematological and neurological expressed 1 protein OS=Homo sapiens GN=HN1 	2	1_1_	1_1_
P	tr|Q8N1B9|Q8N1B9_HUMAN	12	3	6.297818E-4	1.9670029E-4	0.4927944	0.28528666	15	3	17.4%	10.9%	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 10, 42kDa, isoform CRA_c OS=Homo sapiens GN=NDUFA10 PE=2 SV=1 	2	1_1_	1_1_
P	O60828-2	1	4	3.19662E-5	3.4944105E-4	0.24451458	0.7021586	1	7	9.5%	23.1%	Isoform 2 of Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 	2	1_1_	1_1_
P	O95831-3	8	6	1.2471541E-4	1.2984157E-4	0.5381547	0.40928876	9	6	18.7%	14.9%	Isoform 3 of Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 	2	1_1_	1_1_
P	O95716	7	0	3.0827674E-4	0	0.42889392	0	8	0	15.5%	0	Ras-related protein Rab-3D OS=Homo sapiens GN=RAB3D PE=1 SV=1 	1	1_0_	1_0_
P	tr|E9PKV2|E9PKV2_HUMAN	5	0	2.9715057E-4	0	0.38356638	0	5	0	14.1%	0	39S ribosomal protein L17, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL17 PE=2 SV=1 	1	1_0_	1_0_
P	tr|A6NMH6|A6NMH6_HUMAN	0	2	0	6.12973E-5	0	0.11429453	0	2	0	4.7%	Septin-8 OS=Homo sapiens GN=SEPT8 PE=2 SV=1 	1	0_1_	0_1_
P	P18583-3	0	3	0	1.7167502E-5	0	0.083926916	0	3	0	3.5%	Isoform B of Protein SON OS=Homo sapiens GN=SON 	1	0_1_	0_1_
P	P18583-2	0	3	0	1.847512E-5	0	0.08893013	0	3	0	3.7%	Isoform A of Protein SON OS=Homo sapiens GN=SON 	1	0_1_	0_1_
P	tr|W4VSR2|W4VSR2_HUMAN	0	2	0	5.261046E-5	0	0.101539254	0	2	0	4.2%	MPN domain-containing protein OS=Homo sapiens GN=MPND PE=4 SV=1 	1	0_1_	0_1_
P	tr|Q96B13|Q96B13_HUMAN	6	2	1.5383732E-4	1.0296031E-4	0.42560756	0.1271975	7	3	15.4%	5.2%	Protein phosphatase 2, regulatory subunit B', gamma isoform OS=Homo sapiens GN=PPP2R5C PE=2 SV=1 	2	1_1_	1_1_
P	Q8TBC5-3	1	0	1.4910029E-5	0	0.07646525	0	1	0	3.2%	0	Isoform 3 of Zinc finger and SCAN domain-containing protein 18 OS=Homo sapiens GN=ZSCAN18 	1	1_0_	1_0_
P	Q8TBC5-2	1	0	1.6579717E-5	0	0.083926916	0	1	0	3.5%	0	Isoform 2 of Zinc finger and SCAN domain-containing protein 18 OS=Homo sapiens GN=ZSCAN18 	1	1_0_	1_0_
P	Q96HY6	1	0	2.687604E-5	0	0.10917485	0	1	0	4.5%	0	DDRGK domain-containing protein 1 OS=Homo sapiens GN=DDRGK1 PE=1 SV=2 	1	1_0_	1_0_
P	tr|C9J232|C9J232_HUMAN	0	1	0	7.445717E-5	0	0.24738348	0	1	0	9.6%	Serine/threonine-protein kinase 25 (Fragment) OS=Homo sapiens GN=STK25 PE=2 SV=1 	1	0_1_	0_1_
P	O95721	5	2	1.6354799E-4	1.02162165E-4	0.25025904	0.10407865	5	2	9.7%	4.3%	Synaptosomal-associated protein 29 OS=Homo sapiens GN=SNAP29 PE=1 SV=1 	2	1_1_	1_1_
P	O60315-2	0	1	0	1.1074722E-5	0	0.02093947	0	1	0	0.9%	Isoform 2 of Zinc finger E-box-binding homeobox 2 OS=Homo sapiens GN=ZEB2 	1	0_1_	0_1_
P	Q96HY7	4	0	3.673156E-5	0	0.14551294	0	4	0	5.9%	0	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Homo sapiens GN=DHTKD1 PE=1 SV=2 	1	1_0_	1_0_
P	tr|A8MTM1|A8MTM1_HUMAN	3	1	1.1404157E-4	5.9364505E-5	0.36458313	0.14551294	3	1	13.5%	5.9%	Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=2 SV=1 	2	1_1_	1_1_
P	Q96I59	1	0	1.7691982E-5	0	0.06905484	0	1	0	2.9%	0	Probable asparagine--tRNA ligase, mitochondrial OS=Homo sapiens GN=NARS2 PE=1 SV=3 	1	1_0_	1_0_
P	tr|F8VZ49|F8VZ49_HUMAN	18	0	7.671888E-4	0	1.133045	0	21	0	32.9%	0	Heterogeneous nuclear ribonucleoprotein A1 (Fragment) OS=Homo sapiens GN=HNRNPA1 PE=2 SV=1 	1	1_0_	1_0_
P	Q8IZ21	1	0	1.2021476E-5	0	0.071519256	0	1	0	3.0%	0	Phosphatase and actin regulator 4 OS=Homo sapiens GN=PHACTR4 PE=1 SV=1 	1	1_0_	1_0_
P	Q13283	16	10	3.259729E-4	3.1109038E-4	0.8450154	0.4421153	18	11	26.6%	15.9%	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1 	2	1_1_	1_1_
P	Q96HS1	1	0	2.9200955E-5	0	0.29121923	0	1	0	11.1%	0	Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens GN=PGAM5 PE=1 SV=2 	1	1_0_	1_0_
P	tr|J3QKS7|J3QKS7_HUMAN	0	20	0	0.0011897635	0	1.6302679	0	26	0	42.0%	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (Fragment) OS=Homo sapiens GN=SMARCE1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|B4DUW4|B4DUW4_HUMAN	2	3	2.394064E-4	3.7387005E-4	0.74180686	0.74180686	4	4	24.1%	24.1%	Small ubiquitin-related modifier 3 OS=Homo sapiens GN=SUMO3 PE=2 SV=1 	2	1_1_	1_1_
P	O96028-3	0	1	0	2.0369273E-5	0	0.06905484	0	1	0	2.9%	Isoform 3 of Histone-lysine N-methyltransferase NSD2 OS=Homo sapiens GN=WHSC1 	1	0_1_	0_1_
P	O96028-5	0	1	0	2.0952179E-5	0	0.071519256	0	1	0	3.0%	Isoform 5 of Histone-lysine N-methyltransferase NSD2 OS=Homo sapiens GN=WHSC1 	1	0_1_	0_1_
P	P09496-3	10	10	5.7214074E-4	6.7011453E-4	0.7458222	1.0606298	16	12	24.2%	31.4%	Isoform 3 of Clathrin light chain A OS=Homo sapiens GN=CLTA 	2	1_1_	1_1_
P	P22033	2	0	2.2504202E-5	0	0.12460494	0	2	0	5.1%	0	Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens GN=MUT PE=1 SV=4 	1	1_0_	1_0_
P	Q96HR9	2	0	9.172909E-5	0	0.17760599	0	2	0	7.1%	0	Receptor expression-enhancing protein 6 OS=Homo sapiens GN=REEP6 PE=1 SV=1 	1	1_0_	1_0_
P	Reverse_sp|Q9H1K4|GHC2_HUMAN	1	0	2.6790718E-5	0	0.39958727	0	1	0	14.6%	0	Mitochondrial glutamate carrier 2 OS=Homo sapiens GN=SLC25A18 PE=2 SV=1 	1	1_0_	1_0_
P	Q96HU8	2	0	1.2722226E-4	0	0.13501084	0	3	0	5.5%	0	GTP-binding protein Di-Ras2 OS=Homo sapiens GN=DIRAS2 PE=1 SV=1 	1	1_0_	1_0_
P	P22061	13	14	5.2047166E-4	9.869676E-4	2.2734067	2.741106	14	17	51.5%	57.3%	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4 	2	1_1_	1_1_
P	Q68E01	0	3	0	3.7906768E-5	0	0.061695576	0	3	0	2.6%	Integrator complex subunit 3 OS=Homo sapiens GN=INTS3 PE=1 SV=1 	1	0_1_	0_1_
P	tr|E7EQR8|E7EQR8_HUMAN	4	0	1.1852635E-4	0	0.38038433	0	5	0	14.0%	0	Protein YIPF3 OS=Homo sapiens GN=YIPF3 PE=2 SV=1 	1	1_0_	1_0_
P	P22059	2	0	2.0914687E-5	0	0.08893013	0	2	0	3.7%	0	Oxysterol-binding protein 1 OS=Homo sapiens GN=OSBP PE=1 SV=1 	1	1_0_	1_0_
P	tr|E5RHU5|E5RHU5_HUMAN	0	1	0	1.9380765E-4	0	0.552387	0	1	0	19.1%	Protein FAM49B (Fragment) OS=Homo sapiens GN=FAM49B PE=2 SV=1 	1	0_1_	0_1_
P	tr|B3KXW5|B3KXW5_HUMAN	5	0	4.9935363E-5	0	0.19398808	0	5	0	7.7%	0	AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=2 SV=1 	1	1_0_	1_0_
P	Q96I15	2	0	5.6892648E-5	0	0.10407865	0	3	0	4.3%	0	Selenocysteine lyase OS=Homo sapiens GN=SCLY PE=1 SV=4 	1	1_0_	1_0_
P	Q6Y7W6	3	2	2.5986377E-5	2.0290869E-5	0.03992021	0.03992021	4	2	1.7%	1.7%	PERQ amino acid-rich with GYF domain-containing protein 2 OS=Homo sapiens GN=GIGYF2 PE=1 SV=1 	2	1_1_	1_1_
P	Q15382	5	0	3.210518E-4	0	0.3489629	0	7	0	13.0%	0	GTP-binding protein Rheb OS=Homo sapiens GN=RHEB PE=1 SV=1 	1	1_0_	1_0_
P	Q13243	1	3	3.1026015E-5	1.4535573E-4	0.18576872	0.3001696	1	3	7.4%	11.4%	Serine/arginine-rich splicing factor 5 OS=Homo sapiens GN=SRSF5 PE=1 SV=1 	2	1_1_	1_1_
P	P11117-2	5	0	3.6920956E-4	0	0.65576994	0	7	0	21.9%	0	Isoform 2 of Lysosomal acid phosphatase OS=Homo sapiens GN=ACP2 	1	1_0_	1_0_
P	tr|I3L1R7|I3L1R7_HUMAN	3	0	9.197903E-5	0	0.10662377	0	4	0	4.4%	0	Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2 PE=2 SV=1 	1	1_0_	1_0_
P	Q13242	0	1	0	5.9633123E-5	0	0.25892544	0	1	0	10.0%	Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1 	1	0_1_	0_1_
P	Q15386	1	0	7.792314E-6	0	0.037528396	0	1	0	1.6%	0	Ubiquitin-protein ligase E3C OS=Homo sapiens GN=UBE3C PE=1 SV=3 	1	1_0_	1_0_
P	Q15388	2	2	1.7460158E-4	1.817782E-4	0.37404191	0.23026884	3	2	13.8%	9.0%	Mitochondrial import receptor subunit TOM20 homolog OS=Homo sapiens GN=TOMM20 PE=1 SV=1 	2	1_1_	1_1_
P	tr|F5H747|F5H747_HUMAN	14	8	0.001100749	8.185665E-4	0.8238957	0.67494285	21	10	26.1%	22.4%	Polyubiquitin-C (Fragment) OS=Homo sapiens GN=UBC PE=1 SV=1 	2	1_1_	1_1_
P	Q13247	3	3	9.812879E-5	1.5324325E-4	0.17489755	0.17489755	4	4	7.0%	7.0%	Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2 	2	1_1_	1_1_
P	P22087	0	8	0	3.284466E-4	0	1.0796967	0	8	0	31.8%	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2 	1	0_1_	0_1_
P	Q15392	3	0	4.9064394E-5	0	0.25602996	0	3	0	9.9%	0	Delta(24)-sterol reductase OS=Homo sapiens GN=DHCR24 PE=1 SV=2 	1	1_0_	1_0_
P	Q15393	3	9	2.0802981E-5	1.2994827E-4	0.09900582	0.21618605	3	12	4.1%	8.5%	Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4 	2	1_1_	1_1_
P	Q9P121-3	1	0	2.6705939E-5	0	0.14024973	0	1	0	5.7%	0	Isoform 3 of Neurotrimin OS=Homo sapiens GN=NTM 	1	1_0_	1_0_
P	Q9P121-4	1	0	2.3772045E-5	0	0.12460494	0	1	0	5.1%	0	Isoform 4 of Neurotrimin OS=Homo sapiens GN=NTM 	1	1_0_	1_0_
P	Q9P121-2	1	0	2.4532197E-5	0	0.1271975	0	1	0	5.2%	0	Isoform 2 of Neurotrimin OS=Homo sapiens GN=NTM 	1	1_0_	1_0_
P	Q13263	35	54	5.053339E-4	0.0011679522	1.2750974	1.7164392	50	74	35.7%	43.4%	Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5 	2	1_1_	1_1_
P	Q7Z6Z7-2	35	2	9.101344E-5	6.04815E-6	0.19949937	0.023293018	47	2	7.9%	1.0%	Isoform 2 of E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 	2	1_1_	1_1_
P	Q7Z6Z7-3	35	2	9.0867485E-5	6.0384514E-6	0.19949937	0.023293018	47	2	7.9%	1.0%	Isoform 3 of E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 	2	1_1_	1_1_
P	Q96I24	0	11	0	3.9168118E-4	0	0.34586036	0	17	0	12.9%	Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2 	1	0_1_	0_1_
P	Reverse_sp|P11388|TOP2A_HUMAN	1	0	5.512133E-6	0	0.032761455	0	1	0	1.4%	0	DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A PE=1 SV=3 	1	1_0_	1_0_
P	Q15477	1	0	6.7729343E-6	0	0.032761455	0	1	0	1.4%	0	Helicase SKI2W OS=Homo sapiens GN=SKIV2L PE=1 SV=3 	1	1_0_	1_0_
P	P27448-7	0	1	0	1.7340684E-5	0	0.03992021	0	1	0	1.7%	Isoform 6 of MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3 	1	0_1_	0_1_
P	P27448-6	0	1	0	1.8483759E-5	0	0.04231739	0	1	0	1.8%	Isoform 5 of MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3 	1	0_1_	0_1_
P	P27448-3	0	1	0	1.8078079E-5	0	0.04231739	0	1	0	1.8%	Isoform 3 of MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3 	1	0_1_	0_1_
P	P27448-2	0	1	0	1.7525159E-5	0	0.03992021	0	1	0	1.7%	Isoform 2 of MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3 	1	0_1_	0_1_
P	P27448-4	0	1	0	1.7713603E-5	0	0.03992021	0	1	0	1.7%	Isoform 4 of MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3 	1	0_1_	0_1_
P	tr|B4DPW1|B4DPW1_HUMAN	0	1	0	2.85258E-5	0	0.07646525	0	1	0	3.2%	Nuclear pore complex protein Nup85 OS=Homo sapiens GN=NUP85 PE=2 SV=1 	1	0_1_	0_1_
P	P98194-2	11	0	1.4255196E-4	0	0.19398808	0	15	0	7.7%	0	Isoform 2 of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1 	1	1_0_	1_0_
P	P98194-3	11	0	1.371464E-4	0	0.18576872	0	15	0	7.4%	0	Isoform 3 of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1 	1	1_0_	1_0_
P	P98194-4	11	0	1.4018398E-4	0	0.18850219	0	15	0	7.5%	0	Isoform 4 of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1 	1	1_0_	1_0_
P	P98194-5	11	0	1.3480952E-4	0	0.18032062	0	15	0	7.2%	0	Isoform 5 of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1 	1	1_0_	1_0_
P	P98194-6	11	0	1.3199805E-4	0	0.17760599	0	15	0	7.1%	0	Isoform 6 of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1 	1	1_0_	1_0_
P	P98194-7	11	0	1.3009881E-4	0	0.17489755	0	15	0	7.0%	0	Isoform 7 of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1 	1	1_0_	1_0_
