PLine	Accession	peptide_count_EXP19_CYT_050316(searched:2016-05-09)	peptide_count_EXP19_NUC_050316(searched:2016-05-09)	NSAF_EXP19_CYT_050316(searched:2016-05-09)	NSAF_EXP19_NUC_050316(searched:2016-05-09)	EMPAI_EXP19_CYT_050316(searched:2016-05-09)	EMPAI_EXP19_NUC_050316(searched:2016-05-09)	spectral_count_EXP19_CYT_050316(searched:2016-05-09)	spectral_count_EXP19_NUC_050316(searched:2016-05-09)	seqcov_EXP19_CYT_050316(searched:2016-05-09)	seqcov_EXP19_NUC_050316(searched:2016-05-09)	description	occurrence	status	
P	Q14161-10	1	1	1.24E-05	1.94E-05	0.061695576	0.061695576	1	1	2.60%	2.60%	Isoform 10 of ARF GTPase-activating protein GIT2 OS=Homo sapiens GN=GIT2 	2	1_1_	1_1_
P	Q15819	8	2	0.001164011	1.82E-04	1.4717243	1.1086283	20	2	39.30%	32.40%	Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens GN=UBE2V2 PE=1 SV=4 	2	1_1_	1_1_
P	tr|H3BRG4|H3BRG4_HUMAN	0	2	0	6.40E-05	0	0.19674051	0	2	0	7.80%	"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens GN=UQCRC2 PE=2 SV=1 "	1	0_1_	0_1_
P	tr|B4DDM3|B4DDM3_HUMAN	1	0	3.30E-05	0	0.15345323	0	1	0	6.20%	0	"Sorting nexin 17, isoform CRA_a OS=Homo sapiens GN=SNX17 PE=2 SV=1 "	1	1_0_	1_0_
P	Q9NQ79-2	2	0	2.62E-05	0	0.19124198	0	2	0	7.60%	0	Isoform 2 of Cartilage acidic protein 1 OS=Homo sapiens GN=CRTAC1 	1	1_0_	1_0_
P	Q9NQ79-3	2	0	2.69E-05	0	0.19674051	0	2	0	7.80%	0	Isoform 3 of Cartilage acidic protein 1 OS=Homo sapiens GN=CRTAC1 	1	1_0_	1_0_
P	P36957	14	7	3.54E-04	2.33E-04	0.7298163	0.20781386	19	8	23.80%	8.20%	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4 "	2	1_1_	1_1_
P	tr|B4DE93|B4DE93_HUMAN	0	1	0	3.63E-05	0	0.13501084	0	1	0	5.50%	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens GN=NDUFV1 PE=2 SV=1 "	1	0_1_	0_1_
P	P83111	0	2	0	4.82E-05	0	0.06414306	0	2	0	2.70%	"Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens GN=LACTB PE=1 SV=2 "	1	0_1_	0_1_
P	Q8N163-2	0	18	0	3.43E-04	0	0.5703628	0	24	0	19.60%	Isoform 2 of Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 	1	0_1_	0_1_
P	Q15836	22	6	0.002953677	9.23E-04	1.7542286	1.6915348	35	7	44.00%	43.00%	Vesicle-associated membrane protein 3 OS=Homo sapiens GN=VAMP3 PE=1 SV=3 	2	1_1_	1_1_
P	tr|B7Z9M7|B7Z9M7_HUMAN	0	4	0	2.09E-04	0	0.6672472	0	4	0	22.20%	ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=2 SV=1 	1	0_1_	0_1_
P	P29218	2	1	9.14E-05	4.76E-05	0.24165225	0.24165225	3	1	9.40%	9.40%	Inositol monophosphatase 1 OS=Homo sapiens GN=IMPA1 PE=1 SV=1 	2	1_1_	1_1_
P	Q86SX6	3	0	1.61E-04	0	0.22743917	0	3	0	8.90%	0	"Glutaredoxin-related protein 5, mitochondrial OS=Homo sapiens GN=GLRX5 PE=1 SV=2 "	1	1_0_	1_0_
P	Q15843	0	2	0	6.51E-04	0	0.7179084	0	4	0	23.50%	NEDD8 OS=Homo sapiens GN=NEDD8 PE=1 SV=1 	1	0_1_	0_1_
P	P30481	1	0	2.33E-05	0	0.20226443	0	1	0	8.00%	0	"HLA class I histocompatibility antigen, B-44 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1 "	1	1_0_	1_0_
P	P30485	1	0	2.33E-05	0	0.20226443	0	1	0	8.00%	0	"HLA class I histocompatibility antigen, B-47 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1 "	1	1_0_	1_0_
P	P36915	1	0	1.39E-05	0	0.06659615	0	1	0	2.80%	0	Guanine nucleotide-binding protein-like 1 OS=Homo sapiens GN=GNL1 PE=1 SV=2 	1	1_0_	1_0_
P	tr|K7EPL2|K7EPL2_HUMAN	0	2	0	1.01E-04	0	0.20226443	0	2	0	8.00%	SUMO-activating enzyme subunit 2 (Fragment) OS=Homo sapiens GN=UBA2 PE=2 SV=2 	1	0_1_	0_1_
P	tr|C9JB63|C9JB63_HUMAN	5	0	2.30E-04	0	0.35518944	0	6	0	13.20%	0	"Enoyl-CoA delta isomerase 2, mitochondrial (Fragment) OS=Homo sapiens GN=ECI2 PE=2 SV=1 "	1	1_0_	1_0_
P	Q7KZI7-8	0	1	0	1.69E-05	0	0.03992021	0	1	0	1.70%	Isoform 8 of Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 	1	0_1_	0_1_
P	Q7KZI7-9	0	1	0	1.80E-05	0	0.04231739	0	1	0	1.80%	Isoform 9 of Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 	1	0_1_	0_1_
P	Q7KZI7-6	0	1	0	1.75E-05	0	0.03992021	0	1	0	1.70%	Isoform 6 of Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 	1	0_1_	0_1_
P	Q7KZI7-7	0	1	0	1.90E-05	0	0.044720173	0	1	0	1.90%	Isoform 7 of Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 	1	0_1_	0_1_
P	Q7KZI7-4	0	1	0	1.82E-05	0	0.04231739	0	1	0	1.80%	Isoform 4 of Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 	1	0_1_	0_1_
P	Q7KZI7-5	0	1	0	1.83E-05	0	0.04231739	0	1	0	1.80%	Isoform 5 of Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 	1	0_1_	0_1_
P	Q7KZI7-2	0	1	0	1.88E-05	0	0.044720173	0	1	0	1.90%	Isoform 2 of Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 	1	0_1_	0_1_
P	P46459	34	10	4.65E-04	1.77E-04	1.7542286	0.25602996	41	10	44.00%	9.90%	Vesicle-fusing ATPase OS=Homo sapiens GN=NSF PE=1 SV=3 	2	1_1_	1_1_
P	Q7KZI7-3	0	1	0	1.77E-05	0	0.03992021	0	1	0	1.70%	Isoform 3 of Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 	1	0_1_	0_1_
P	Q71RC2	1	0	1.17E-05	0	0.04231739	0	1	0	1.80%	0	La-related protein 4 OS=Homo sapiens GN=LARP4 PE=1 SV=3 	1	1_0_	1_0_
P	tr|H3BQ10|H3BQ10_HUMAN	0	2	0	1.77E-04	0	0.24165225	0	2	0	9.40%	3-phosphoinositide-dependent protein kinase 1 (Fragment) OS=Homo sapiens GN=PDPK1 PE=2 SV=1 	1	0_1_	0_1_
P	Q8IV36	1	0	1.07E-05	0	0.059253693	0	1	0	2.50%	0	Protein HID1 OS=Homo sapiens GN=HID1 PE=1 SV=1 	1	1_0_	1_0_
P	O75251	4	0	1.58E-04	0	0.38356638	0	4	0	14.10%	0	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=3 "	1	1_0_	1_0_
P	tr|H3BMF4|H3BMF4_HUMAN	3	0	4.42E-05	0	0.23594749	0	3	0	9.20%	0	Protein spinster homolog 1 OS=Homo sapiens GN=SPNS1 PE=2 SV=1 	1	1_0_	1_0_
P	tr|E7ERK3|E7ERK3_HUMAN	0	2	0	8.53E-05	0	0.1694994	0	2	0	6.80%	Voltage-dependent calcium channel subunit alpha-2-1 OS=Homo sapiens GN=CACNA2D1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|H7C4F6|H7C4F6_HUMAN	4	0	2.48E-04	0	0.67494285	0	5	0	22.40%	0	Importin subunit alpha-3 (Fragment) OS=Homo sapiens GN=KPNA4 PE=2 SV=1 	1	1_0_	1_0_
P	tr|V9GZ68|V9GZ68_HUMAN	0	2	0	2.11E-04	0	0.2705741	0	2	0	10.40%	Target of Myb protein 1 (Fragment) OS=Homo sapiens GN=TOM1 PE=4 SV=1 	1	0_1_	0_1_
P	tr|Q5W145|Q5W145_HUMAN	3	1	2.18E-04	1.70E-04	0.68267405	0.40604758	4	2	22.60%	14.80%	"NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 8, 19kDa, isoform CRA_a OS=Homo sapiens GN=NDUFB8 PE=2 SV=1 "	2	1_1_	1_1_
P	Q71RH2	2	0	9.24E-05	0	0.18304157	0	3	0	7.30%	0	Protein FAM57B OS=Homo sapiens GN=FAM57B PE=2 SV=1 	1	1_0_	1_0_
P	O75208	1	0	2.65E-05	0	0.16412604	0	1	0	6.60%	0	"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens GN=COQ9 PE=1 SV=1 "	1	1_0_	1_0_
P	tr|F5GXV7|F5GXV7_HUMAN	9	0	3.44E-05	0	0.06905484	0	12	0	2.90%	0	Neurobeachin OS=Homo sapiens GN=NBEA PE=2 SV=1 	1	1_0_	1_0_
P	tr|E9PFW3|E9PFW3_HUMAN	9	5	1.65E-04	1.43E-04	0.20226443	0.3489629	9	5	8.00%	13.00%	AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=2 SV=1 	2	1_1_	1_1_
P	Q8IV08	16	8	6.72E-04	4.03E-04	0.86637974	0.42889392	39	15	27.10%	15.50%	Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1 	2	1_1_	1_1_
P	Q6VY07	8	0	7.89E-05	0	0.18304157	0	9	0	7.30%	0	Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens GN=PACS1 PE=1 SV=2 	1	1_0_	1_0_
P	Q96M27	2	1	3.79E-05	2.96E-05	0.07398939	0.07398939	2	1	3.10%	3.10%	Protein PRRC1 OS=Homo sapiens GN=PRRC1 PE=1 SV=1 	2	1_1_	1_1_
P	tr|B4DZH6|B4DZH6_HUMAN	6	0	4.12E-05	0	0.25892544	0	6	0	10.00%	0	Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=2 SV=1 	1	1_0_	1_0_
P	O75223	2	0	1.35E-04	0	0.27643883	0	3	0	10.60%	0	Gamma-glutamylcyclotransferase OS=Homo sapiens GN=GGCT PE=1 SV=1 	1	1_0_	1_0_
P	tr|F5H2U4|F5H2U4_HUMAN	0	1	0	1.51E-05	0	0.0519619	0	1	0	2.20%	Ubiquitin-associated protein 2 OS=Homo sapiens GN=UBAP2 PE=2 SV=1 	1	0_1_	0_1_
P	Q9Y4C2-2	6	1	6.43E-05	1.43E-05	0.1324004	0.037528396	7	1	5.40%	1.60%	Isoform 2 of Protein FAM115A OS=Homo sapiens GN=FAM115A 	2	1_1_	1_1_
P	P38919	7	11	1.44E-04	4.81E-04	0.23026884	0.48936105	7	15	9.00%	17.30%	Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4 	2	1_1_	1_1_
P	Q86T24	0	1	0	1.96E-05	0	0.06414306	0	1	0	2.70%	Transcriptional regulator Kaiso OS=Homo sapiens GN=ZBTB33 PE=1 SV=2 	1	0_1_	0_1_
P	tr|J3KQ73|J3KQ73_HUMAN	12	4	2.68E-04	1.20E-04	0.4859357	0.37404191	14	4	17.20%	13.80%	Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8 PE=2 SV=1 	2	1_1_	1_1_
P	Q14558-2	5	1	1.32E-04	3.42E-05	0.43879855	0.1614486	6	1	15.80%	6.50%	Isoform 2 of Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens GN=PRPSAP1 	2	1_1_	1_1_
P	tr|H0YAH0|H0YAH0_HUMAN	1	0	9.01E-06	0	0.03992021	0	1	0	1.70%	0	Protocadherin-7 (Fragment) OS=Homo sapiens GN=PCDH7 PE=4 SV=1 	1	1_0_	1_0_
P	tr|E7ENR4|E7ENR4_HUMAN	0	40	0	6.64E-04	0	0.64816236	0	48	0	21.70%	Hexokinase-1 OS=Homo sapiens GN=HK1 PE=2 SV=1 	1	0_1_	0_1_
P	P49354-2	0	1	0	4.22E-05	0	0.20226443	0	1	0	8.00%	Isoform 2 of Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Homo sapiens GN=FNTA 	1	0_1_	0_1_
P	P01308	0	1	0	1.20E-04	0	0.5848932	0	1	0	20.00%	Insulin OS=Homo sapiens GN=INS PE=1 SV=1 	1	0_1_	0_1_
P	Q04828	26	5	8.36E-04	2.86E-04	1.4378109	0.4996848	32	7	38.70%	17.60%	Aldo-keto reductase family 1 member C1 OS=Homo sapiens GN=AKR1C1 PE=1 SV=1 	2	1_1_	1_1_
P	tr|F5GX33|F5GX33_HUMAN	0	13	0	3.25E-04	0	0.72186863	0	14	0	23.60%	Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=2 SV=1 	1	0_1_	0_1_
P	Q04837	21	25	0.00142552	0.002671403	1.4660394	1.5822601	25	30	39.20%	41.20%	"Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens GN=SSBP1 PE=1 SV=1 "	2	1_1_	1_1_
P	P63096-2	12	2	3.35E-04	8.73E-05	0.62929606	0.26765192	12	2	21.20%	10.30%	Isoform 2 of Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens GN=GNAI1 	2	1_1_	1_1_
P	tr|B4DIL8|B4DIL8_HUMAN	5	0	2.49E-05	0	0.06659615	0	5	0	2.80%	0	Tuberin OS=Homo sapiens GN=TSC2 PE=2 SV=1 	1	1_0_	1_0_
P	Q96L92	3	1	4.68E-05	2.44E-05	0.11686325	0.10407865	3	1	4.80%	4.30%	Sorting nexin-27 OS=Homo sapiens GN=SNX27 PE=1 SV=2 	2	1_1_	1_1_
P	tr|J3KRZ4|J3KRZ4_HUMAN	1	0	5.99E-05	0	0.7139573	0	1	0	23.40%	0	L-xylulose reductase (Fragment) OS=Homo sapiens GN=DCXR PE=2 SV=1 	1	1_0_	1_0_
P	Q96L58	2	0	7.70E-05	0	0.06414306	0	3	0	2.70%	0	"Beta-1,3-galactosyltransferase 6 OS=Homo sapiens GN=B3GALT6 PE=1 SV=2 "	1	1_0_	1_0_
P	tr|F5H8H2|F5H8H2_HUMAN	10	1	2.70E-04	3.83E-05	0.61808	0.15080035	11	1	20.90%	6.10%	Mevalonate kinase OS=Homo sapiens GN=MVK PE=2 SV=1 	2	1_1_	1_1_
P	tr|H0Y9X2|H0Y9X2_HUMAN	0	2	0	2.37E-04	0	0.24738348	0	3	0	9.60%	Casein kinase I isoform alpha (Fragment) OS=Homo sapiens GN=CSNK1A1 PE=4 SV=1 	1	0_1_	0_1_
P	tr|E9PCS3|E9PCS3_HUMAN	0	2	0	3.52E-05	0	0.06905484	0	2	0	2.90%	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=2 SV=1 	1	0_1_	0_1_
P	Q8IVF2	2	0	2.91E-06	0	0.011579514	0	2	0	0.50%	0	Protein AHNAK2 OS=Homo sapiens GN=AHNAK2 PE=1 SV=2 	1	1_0_	1_0_
P	tr|H3BPG5|H3BPG5_HUMAN	1	0	1.32E-04	0	0.30918193	0	2	0	11.70%	0	"RNA binding protein S1, serine-rich domain, isoform CRA_c OS=Homo sapiens GN=RNPS1 PE=2 SV=1 "	1	1_0_	1_0_
P	Q13555-10	9	7	2.39E-04	2.40E-04	0.40928876	0.3708818	14	9	14.90%	13.70%	Isoform 10 of Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens GN=CAMK2G 	2	1_1_	1_1_
P	Q06210-2	21	0	2.73E-04	0	0.5848932	0	22	0	20.00%	0	Isoform 2 of Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 	1	1_0_	1_0_
P	tr|J3QKR5|J3QKR5_HUMAN	1	0	1.08E-05	0	0.0519619	0	1	0	2.20%	0	Cyclin-dependent kinase 11B OS=Homo sapiens GN=CDK11B PE=2 SV=1 	1	1_0_	1_0_
P	tr|E9PFR3|E9PFR3_HUMAN	15	3	2.98E-04	6.66E-05	0.51356125	0.1271975	21	3	18.00%	5.20%	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D PE=2 SV=1 	2	1_1_	1_1_
P	P26358-3	0	2	0	2.06E-05	0	0.06905484	0	2	0	2.90%	Isoform 3 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 	1	0_1_	0_1_
P	P26358-2	0	2	0	1.62E-05	0	0.054386854	0	2	0	2.30%	Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 	1	0_1_	0_1_
P	tr|S4R3V1|S4R3V1_HUMAN	1	0	3.96E-05	0	0.22743917	0	1	0	8.90%	0	"Calcium uptake protein 1, mitochondrial (Fragment) OS=Homo sapiens GN=MICU1 PE=4 SV=1 "	1	1_0_	1_0_
P	tr|H0YAH3|H0YAH3_HUMAN	1	0	1.86E-05	0	0.0519619	0	1	0	2.20%	0	N-acetylgalactosaminyltransferase 7 (Fragment) OS=Homo sapiens GN=GALNT7 PE=3 SV=1 	1	1_0_	1_0_
P	tr|Q4VXL8|Q4VXL8_HUMAN	3	0	3.25E-05	0	0.11686325	0	4	0	4.80%	0	Transforming acidic coiled-coil-containing protein 2 OS=Homo sapiens GN=TACC2 PE=2 SV=1 	1	1_0_	1_0_
P	Q01813-2	20	0	2.50E-04	0	0.34276497	0	23	0	12.80%	0	Isoform 2 of 6-phosphofructokinase type C OS=Homo sapiens GN=PFKP 	1	1_0_	1_0_
P	Q9Y4E1-5	5	0	3.39E-05	0	0.16680968	0	5	0	6.70%	0	Isoform 5 of WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C 	1	1_0_	1_0_
P	Q9Y4E1-4	5	0	3.20E-05	0	0.1561122	0	5	0	6.30%	0	Isoform 4 of WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C 	1	1_0_	1_0_
P	P17987	47	27	0.001047295	0.001066639	1.5703957	1.0137241	69	45	41.00%	30.40%	T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1 	2	1_1_	1_1_
P	Q9Y4E1-6	5	0	3.30E-05	0	0.1614486	0	5	0	6.50%	0	Isoform 6 of WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C 	1	1_0_	1_0_
P	tr|F5H5V4|F5H5V4_HUMAN	3	0	2.76E-04	0	0.99986184	0	5	0	30.10%	0	26S proteasome non-ATPase regulatory subunit 9 (Fragment) OS=Homo sapiens GN=PSMD9 PE=2 SV=1 	1	1_0_	1_0_
P	P17980	38	15	0.001095734	6.30E-04	2.0690222	0.733804	57	21	48.70%	23.90%	26S protease regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=1 SV=3 	2	1_1_	1_1_
P	tr|B0QY01|B0QY01_HUMAN	0	2	0	7.87E-05	0	0.09395635	0	2	0	3.90%	Target of Myb protein 1 (Fragment) OS=Homo sapiens GN=TOM1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|D6RA77|D6RA77_HUMAN	1	0	9.07E-05	0	0.599558	0	1	0	20.40%	0	Polyadenylate-binding protein-interacting protein 2 (Fragment) OS=Homo sapiens GN=PAIP2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|J3KQ34|J3KQ34_HUMAN	5	0	1.83E-04	0	0.4190575	0	5	0	15.20%	0	COP9 signalosome complex subunit 7b OS=Homo sapiens GN=COPS7B PE=2 SV=1 	1	1_0_	1_0_
P	tr|R4GMQ8|R4GMQ8_HUMAN	2	0	1.10E-04	0	1.2181964	0	2	0	34.60%	0	Protein phosphatase 1 regulatory subunit 1A OS=Homo sapiens GN=PPP1R1A PE=4 SV=1 	1	1_0_	1_0_
P	tr|F5GZF0|F5GZF0_HUMAN	0	1	0	2.00E-04	0	1.228435	0	1	0	34.80%	Cyclin-dependent kinase 2-associated protein 1 (Fragment) OS=Homo sapiens GN=CDK2AP1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|K7ESL1|K7ESL1_HUMAN	0	1	0	1.86E-04	0	0.914256	0	1	0	28.20%	Thioredoxin-like protein 4A OS=Homo sapiens GN=TXNL4A PE=2 SV=1 	1	0_1_	0_1_
P	P51532-5	0	32	0	3.68E-04	0	0.29419577	0	45	0	11.20%	Isoform 5 of Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 	1	0_1_	0_1_
P	Q14108-2	1	0	2.52E-05	0	0.14024973	0	1	0	5.70%	0	Isoform 2 of Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2 	1	1_0_	1_0_
P	P68371	167	132	0.007528794	0.007936968	4.5718575	3.0179086	397	268	74.60%	60.40%	Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1 	2	1_1_	1_1_
P	O95104-2	1	1	7.50E-06	1.17E-05	0.03992021	0.0519619	1	1	1.70%	2.20%	"Isoform 2 of Splicing factor, arginine/serine-rich 15 OS=Homo sapiens GN=SCAF4 "	2	1_1_	1_1_
P	O95104-3	1	1	7.46E-06	1.16E-05	0.03992021	0.0519619	1	1	1.70%	2.20%	"Isoform 3 of Splicing factor, arginine/serine-rich 15 OS=Homo sapiens GN=SCAF4 "	2	1_1_	1_1_
P	P68366	129	0	0.009380938	0	3.4668355	0	498	0	65.00%	0	Tubulin alpha-4A chain OS=Homo sapiens GN=TUBA4A PE=1 SV=1 	1	1_0_	1_0_
P	P51532-3	0	32	0	3.67E-04	0	0.29121923	0	45	0	11.10%	Isoform 3 of Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 	1	0_1_	0_1_
P	P51532-4	0	32	0	3.67E-04	0	0.29121923	0	45	0	11.10%	Isoform 4 of Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 	1	0_1_	0_1_
P	P51532-2	0	32	0	3.67E-04	0	0.29419577	0	45	0	11.20%	Isoform 2 of Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 	1	0_1_	0_1_
P	Q8IVD9	10	1	2.34E-04	3.65E-05	0.4190575	0.101539254	10	1	15.20%	4.20%	NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3 	2	1_1_	1_1_
P	Q6VVX0	1	0	1.68E-05	0	0.08143401	0	1	0	3.40%	0	Vitamin D 25-hydroxylase OS=Homo sapiens GN=CYP2R1 PE=1 SV=1 	1	1_0_	1_0_
P	tr|Q5T8U5|Q5T8U5_HUMAN	2	1	9.07E-05	7.09E-05	0.25025904	0.25025904	2	1	9.70%	9.70%	Surfeit 4 OS=Homo sapiens GN=SURF4 PE=2 SV=1 	2	1_1_	1_1_
P	P68363	184	138	0.011339424	0.008824909	8.549926	6.3620706	606	302	98.00%	86.70%	Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1 	2	1_1_	1_1_
P	tr|F5GY56|F5GY56_HUMAN	3	0	1.00E-04	0	0.455459	0	3	0	16.30%	0	Pre-mRNA-processing factor 19 (Fragment) OS=Homo sapiens GN=PRPF19 PE=2 SV=1 	1	1_0_	1_0_
P	Q14697-2	44	8	4.72E-04	1.50E-04	0.9769696	0.19949937	54	11	29.60%	7.90%	Isoform 2 of Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB 	2	1_1_	1_1_
P	Q8IVB5	2	0	5.01E-05	0	0.101539254	0	2	0	4.20%	0	LIX1-like protein OS=Homo sapiens GN=LIX1L PE=2 SV=1 	1	1_0_	1_0_
P	Q96AJ9-1	2	0	8.31E-05	0	0.43879855	0	2	0	15.80%	0	Isoform 1 of Vesicle transport through interaction with t-SNAREs homolog 1A OS=Homo sapiens GN=VTI1A 	1	1_0_	1_0_
P	tr|H0YFE4|H0YFE4_HUMAN	0	1	0	5.45E-05	0	0.22179961	0	1	0	8.70%	Liprin-beta-1 (Fragment) OS=Homo sapiens GN=PPFIBP1 PE=4 SV=1 	1	0_1_	0_1_
P	Q9P260-2	10	0	6.75E-05	0	0.1428783	0	10	0	5.80%	0	Isoform 2 of LisH domain and HEAT repeat-containing protein KIAA1468 OS=Homo sapiens GN=KIAA1468 	1	1_0_	1_0_
P	tr|J3QRI7|J3QRI7_HUMAN	2	0	1.58E-04	0	0.5381547	0	2	0	18.70%	0	60S ribosomal protein L26 (Fragment) OS=Homo sapiens GN=RPL26 PE=2 SV=1 	1	1_0_	1_0_
P	tr|E7ESY4|E7ESY4_HUMAN	0	13	0	2.62E-04	0	0.2705741	0	14	0	10.40%	Metastasis-associated protein MTA1 OS=Homo sapiens GN=MTA1 PE=2 SV=1 	1	0_1_	0_1_
P	Q15717	2	46	7.77E-05	0.002344716	0.096478224	2.1188898	3	58	4.00%	49.40%	ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2 	2	1_1_	1_1_
P	P17900	4	3	2.62E-04	2.05E-04	0.2705741	0.2705741	6	3	10.40%	10.40%	Ganglioside GM2 activator OS=Homo sapiens GN=GM2A PE=1 SV=4 	2	1_1_	1_1_
P	tr|C9J6L2|C9J6L2_HUMAN	0	1	0	8.19E-05	0	0.27643883	0	1	0	10.60%	Serine/threonine-protein kinase 25 (Fragment) OS=Homo sapiens GN=STK25 PE=2 SV=1 	1	0_1_	0_1_
P	tr|H0YEN5|H0YEN5_HUMAN	0	3	0	2.03E-04	0	0.37404191	0	3	0	13.80%	40S ribosomal protein S2 (Fragment) OS=Homo sapiens GN=RPS2 PE=2 SV=1 	1	0_1_	0_1_
P	P36871	8	0	1.50E-04	0	0.50660706	0	10	0	17.80%	0	Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3 	1	1_0_	1_0_
P	Q86UR5-13	1	0	1.03E-05	0	0.06414306	0	1	0	2.70%	0	Isoform 13 of Regulating synaptic membrane exocytosis protein 1 OS=Homo sapiens GN=RIMS1 	1	1_0_	1_0_
P	Q86UR5-12	1	0	8.34E-06	0	0.0519619	0	1	0	2.20%	0	Isoform 12 of Regulating synaptic membrane exocytosis protein 1 OS=Homo sapiens GN=RIMS1 	1	1_0_	1_0_
P	Q86UR5-11	1	0	3.85E-05	0	0.25892544	0	1	0	10.00%	0	Isoform 11 of Regulating synaptic membrane exocytosis protein 1 OS=Homo sapiens GN=RIMS1 	1	1_0_	1_0_
P	Q86UR5-10	1	0	1.11E-05	0	0.06905484	0	1	0	2.90%	0	Isoform 10 of Regulating synaptic membrane exocytosis protein 1 OS=Homo sapiens GN=RIMS1 	1	1_0_	1_0_
P	tr|Q71TU5|Q71TU5_HUMAN	0	2	0	1.22E-04	0	0.11943793	0	3	0	4.90%	"Casein kinase 1, alpha 1, isoform CRA_g OS=Homo sapiens GN=CSNK1A1 PE=2 SV=1 "	1	0_1_	0_1_
P	tr|F8WBZ6|F8WBZ6_HUMAN	2	0	2.25E-04	0	0.5381547	0	2	0	18.70%	0	Cell differentiation protein RCD1 homolog OS=Homo sapiens GN=RQCD1 PE=2 SV=1 	1	1_0_	1_0_
P	P30101	76	34	0.001687815	0.001017778	2.1841977	1.3120649	101	39	50.30%	36.40%	Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4 	2	1_1_	1_1_
